"User/Org","Display Name","Account Type","Followers","Public Repos","Affected Repos","Repo Count","GitHub URL"
"PRODHOSH","PRODHOSH V.S ","User","37","52","PRODHOSH/CalNote-UI; PRODHOSH/github-api-docs; PRODHOSH/rag-document-qa-bot","3","https://github.com/PRODHOSH"
"rifatulislamr","Rifatul Islam ","User","1","44","rifatulislamr/Anuka_Organic_FrontEnd; rifatulislamr/cheque_print_by_saas; rifatulislamr/ispahani-frontend","3","https://github.com/rifatulislamr"
"robiul093","Robiul Hasan ","User","0","40","robiul093/blog-project; robiul093/meal-box-server; robiul093/next-mart-client","3","https://github.com/robiul093"
"Ryane23","Ryan Erick Ngu Javea Fominyen ","User","6","38","Ryane23/3dportfolio; Ryane23/Formula1; Ryane23/eagle","3","https://github.com/Ryane23"
"sahlminkok","Sahalu Aminu ","User","19","66","sahlminkok/atomic-blog; sahlminkok/qalby_tunes; sahlminkok/react-quiz","3","https://github.com/sahlminkok"
"sajib689","Md. Sajib Hossen ","User","5","278","sajib689/litBook-NextJs; sajib689/meal-client; sajib689/university-management-service","3","https://github.com/sajib689"
"sauverpro","TUYIZERE Jean Sauveur ","User","2","50","sauverpro/SafeVend; sauverpro/citizen-engagement-backend; sauverpro/holiday-planner","3","https://github.com/sauverpro"
"Shabdpreetz"," ","User","1","20","Shabdpreetz/DiscussApp_Fullstack_NextJs-; Shabdpreetz/codeSnippet; Shabdpreetz/ytshorts_nextJs_fullStack","3","https://github.com/Shabdpreetz"
"shipon-hossen-raju","MD. SHIPON BAPARI ","User","29","79","shipon-hossen-raju/first-nestjs-project; shipon-hossen-raju/starter-dashboard; shipon-hossen-raju/strong-chat","3","https://github.com/shipon-hossen-raju"
"SoftyPy-IT","SoftyPyIT ","User","1","53","SoftyPy-IT/sarabelanews-client; SoftyPy-IT/world-auto-solution-server; SoftyPy-IT/zrf-client","3","https://github.com/SoftyPy-IT"
"suleman-the-stammer","Sulaiman ","User","5","18","suleman-the-stammer/Chess-Game-Clone; suleman-the-stammer/DSA-Concepts; suleman-the-stammer/Web-Crawler","3","https://github.com/suleman-the-stammer"
"Sweetgum3897"," ","User","2","19","Sweetgum3897/Polka-Pepe; Sweetgum3897/local-delivery-plus; Sweetgum3897/mine-shopify","3","https://github.com/Sweetgum3897"
"tamfolio","Tamilore Olaniyi ","User","1","118","tamfolio/Full-stack-fintech-application; tamfolio/ai-resume-builder; tamfolio/omora-fe","3","https://github.com/tamfolio"
"tanushka1726"," ","User","0","13","tanushka1726/Portfolio; tanushka1726/expense-tracker; tanushka1726/task-management-frontend","3","https://github.com/tanushka1726"
"Thakur156","Ali Israr ","User","1","29","Thakur156/Quick-Ticket; Thakur156/aicar; Thakur156/videoai","3","https://github.com/Thakur156"
"thesongmartins","Song Martins ","User","66","28","thesongmartins/Authentication; thesongmartins/Invoice-Management-App; thesongmartins/Notely","3","https://github.com/thesongmartins"
"Tiewasters99"," ","User","0","56","Tiewasters99/latest_miniverse; Tiewasters99/miniverse3; Tiewasters99/this_is_the_newest_miniverse","3","https://github.com/Tiewasters99"
"umairafzal-ua","Muhammad Umair ","User","1","14","umairafzal-ua/AI-Powered-Todo-with-Chatbot; umairafzal-ua/Dentist-Clinic-AI; umairafzal-ua/E-Commerce","3","https://github.com/umairafzal-ua"
"UroojFatim","Urooj Fatima ","User","3","35","UroojFatim/ARISE; UroojFatim/tMust; UroojFatim/unitedstoriesofamerica","3","https://github.com/UroojFatim"
"Usamahafiz8","Muhammad Osama ","User","19","188","Usamahafiz8/blastwheels-web; Usamahafiz8/charity-coin-moiz-fyp; Usamahafiz8/mansoor-fitme-fyp","3","https://github.com/Usamahafiz8"
"VanessaGikebe","Vanessa Gikebe ","User","4","26","VanessaGikebe/FOMO-app; VanessaGikebe/Sentiment_Analysis; VanessaGikebe/hello-please","3","https://github.com/VanessaGikebe"
"Vedansh24","VEDANSH WAGH ","User","0","19","Vedansh24/Final_Flowforge_deployment; Vedansh24/edtech-ui; Vedansh24/rbac_dashboard_AMENSES","3","https://github.com/Vedansh24"
"vibhu927"," ","User","0","18","vibhu927/TestAppProject; vibhu927/pgx-nextjs; vibhu927/random-match","3","https://github.com/vibhu927"
"vinod365","Vinod ","User","0","23","vinod365/context-compressor; vinod365/metal-price; vinod365/vinod","3","https://github.com/vinod365"
"xenitesh","Nitesh Gupta ","User","13","22","xenitesh/box-game; xenitesh/next-gradlers; xenitesh/todify","3","https://github.com/xenitesh"
"00752-tech"," ","User","0","23","00752-tech/aidietcalculator.com; 00752-tech/prostavivereview.com","2","https://github.com/00752-tech"
"16navigabraham","Adebanjo Abraham.I ","User","21","88","16navigabraham/stakely-backend; 16navigabraham/stakely-miniapp","2","https://github.com/16navigabraham"
"aamir-786","Aamir Hussain ","User","25","43","aamir-786/Legacy-Capsule-website; aamir-786/silicon-savannah-vested","2","https://github.com/aamir-786"
"Aaron-Akinwande","Aaron_Akinwande ","User","1","45","Aaron-Akinwande/AttendEASE; Aaron-Akinwande/CancerTrack","2","https://github.com/Aaron-Akinwande"
"Abdelkaderbzz"," ","User","30","31","Abdelkaderbzz/microservices; Abdelkaderbzz/ramadan-tracker","2","https://github.com/Abdelkaderbzz"
"abdoahmed26","Abdulrahman Ahmed ","User","5","49","abdoahmed26/frontend_tech_task; abdoahmed26/nestjs_e-commerce","2","https://github.com/abdoahmed26"
"abdullahalnomandev","Abdullah Al Noman ","User","18","132","abdullahalnomandev/File_Management_System_FRONTEND; abdullahalnomandev/mr-chemist-doctors-dashboard","2","https://github.com/abdullahalnomandev"
"abdulqadeer273","Abdul Qadeer ","User","1","6","abdulqadeer273/apple-auth-app; abdulqadeer273/osce-examiner","2","https://github.com/abdulqadeer273"
"AbhinavKumarjss","Abhinav Kumar ","User","0","34","AbhinavKumarjss/Leamigo; AbhinavKumarjss/VoiceNoteApp","2","https://github.com/AbhinavKumarjss"
"AbhishekSharma55","ABHISHEK SHARMA ","User","2","47","AbhishekSharma55/clawgen; AbhishekSharma55/pushable_3_0","2","https://github.com/AbhishekSharma55"
"abinig29","Abel Nigus ","User","7","31","abinig29/Qemer-test; abinig29/software-agency","2","https://github.com/abinig29"
"abusayedwd","Abu Sayed ","User","2","82","abusayedwd/Brand-Marketing-server; abusayedwd/property-rental-serverr","2","https://github.com/abusayedwd"
"adenekan41","Adenekan Wonderful ","User","519","60","adenekan41/piggment; adenekan41/piggment-chrome","2","https://github.com/adenekan41"
"Adityo-dev","Aditto dev Barmon (koushik) ","User","6","41","Adityo-dev/poshntrendy; Adityo-dev/xstore","2","https://github.com/Adityo-dev"
"Adufe-Obanijesu","Adufe Obanijesu ","User","3","30","Adufe-Obanijesu/jitter_clone; Adufe-Obanijesu/link-sharing-app","2","https://github.com/Adufe-Obanijesu"
"aezur","Peter Mulligan ","User","2","11","aezur/next-strapi; aezur/rag-demo","2","https://github.com/aezur"
"Afsaruddin12133","Afsar uddin ","User","2","52","Afsaruddin12133/Sterling-Legal; Afsaruddin12133/next_practices","2","https://github.com/Afsaruddin12133"
"Agentra-Labs","Agentra Labs ","Organization","4","11","Agentra-Labs/nova-forge; Agentra-Labs/paper2saas","2","https://github.com/Agentra-Labs"
"ahmadtahir1399"," Muhammad Ahmad Tahir ","User","10","16","ahmadtahir1399/Todovex; ahmadtahir1399/drive-tool","2","https://github.com/ahmadtahir1399"
"ahmedghonim","Ahmed Ghonim ","User","4","52","ahmedghonim/TreatMeta; ahmedghonim/thelal","2","https://github.com/ahmedghonim"
"AhmedHashem2104","Ahmed Hashem ","User","8","54","AhmedHashem2104/glasshub-frontend; AhmedHashem2104/pokemon-assessment-daftra","2","https://github.com/AhmedHashem2104"
"airaamane","Abdellah Iraamane ","User","4","18","airaamane/englishm8; airaamane/geeksblala-vibes","2","https://github.com/airaamane"
"aJkal-abdulmoiz","Abdul Moiz ","User","3","80","aJkal-abdulmoiz/NUML-QUIZ-APP; aJkal-abdulmoiz/truthcorner.ai","2","https://github.com/aJkal-abdulmoiz"
"akhan280","Areeb Khan ","User","23","13","akhan280/event-contract-arbitrage; akhan280/radar-rules-frontend","2","https://github.com/akhan280"
"Akinz-bobo","Akinola ","User","13","64","Akinz-bobo/my-portfolio; Akinz-bobo/nuxt-project","2","https://github.com/Akinz-bobo"
"aliraheel626","Ali Raheel ","User","2","19","aliraheel626/motar-app; aliraheel626/rl-sfc-placement","2","https://github.com/aliraheel626"
"Aliraza1125","Ali Raza ","User","5","70","Aliraza1125/blue-sky; Aliraza1125/threads","2","https://github.com/Aliraza1125"
"AmaliTech-Training-Academy","AmaliTech Training ","Organization","51","128","AmaliTech-Training-Academy/talentradar-ai-analysis-service-rw; AmaliTech-Training-Academy/talentradar-api-gateway-rw","2","https://github.com/AmaliTech-Training-Academy"
"annasudol","Anna ","User","28","76","annasudol/app_medusa; annasudol/vault","2","https://github.com/annasudol"
"ApecGroupDev","ApecGroupDev ","User","0","8","ApecGroupDev/metalproducts; ApecGroupDev/theapecgroup","2","https://github.com/ApecGroupDev"
"arifbiswas","Arif Biswas ","User","10","110","arifbiswas/react-native; arifbiswas/react_native_primary_setup","2","https://github.com/arifbiswas"
"armeleger","armel ","User","6","28","armeleger/eco-pack-connect; armeleger/kayko_status_dashboard","2","https://github.com/armeleger"
"AroraKaran19","Karan Arora ","User","16","7","AroraKaran19/BudifyMediaWebsite; AroraKaran19/seniorsage-revamped","2","https://github.com/AroraKaran19"
"AsithaLKonara","Asitha L Konara ","User","1","19","AsithaLKonara/SmartStoreSaaS-Mono; AsithaLKonara/WeddingLK","2","https://github.com/AsithaLKonara"
"atik735","Atik Hassan ","User","2","54","atik735/Next.Js-Tutorials; atik735/next-js","2","https://github.com/atik735"
"ayushjaiz","Ayush Jaiswal ","User","17","49","ayushjaiz/task; ayushjaiz/task-manager-4","2","https://github.com/ayushjaiz"
"Bayronalpizar99","Bayron Alpízar Quesada ","User","12","24","Bayronalpizar99/ConectaCR; Bayronalpizar99/MediaStream","2","https://github.com/Bayronalpizar99"
"begouravdev"," ","User","1","21","begouravdev/web-real-estate; begouravdev/web-shopping-site","2","https://github.com/begouravdev"
"belize2004"," ","User","0","6","belize2004/gigasend; belize2004/gigasend2","2","https://github.com/belize2004"
"belladev250"," Bella Melissa ","User","11","64","belladev250/Aegis-Web; belladev250/Pixeleye-web","2","https://github.com/belladev250"
"Betech-JSC","Betech ","Organization","1","22","Betech-JSC/bed-dienmayxanh; Betech-JSC/bed_happybook_client","2","https://github.com/Betech-JSC"
"blackboxai-deploy"," ","User","0","3205","blackboxai-deploy/vibe-1755797977844; blackboxai-deploy/vibe-1756714110048","2","https://github.com/blackboxai-deploy"
"Boluwatife07","Adeboye Dorcas ","User","2","13","Boluwatife07/Pub-app; Boluwatife07/pub-meal-and-drinks-application","2","https://github.com/Boluwatife07"
"brainstormforce","Brainstorm Force ","Organization","187","94","brainstormforce/cross-domain-tracker-for-affiliatewp; brainstormforce/edd-purchase-details","2","https://github.com/brainstormforce"
"brodynelly","Brody Nelson ","User","2","30","brodynelly/game-marketplace-store-web; brodynelly/mizzou-health-care-dashboard","2","https://github.com/brodynelly"
"brown2020","Steve Brown ","User","15","36","brown2020/generatemeai; brown2020/grademeapp","2","https://github.com/brown2020"
"brysonandrew","Andrew Bryson ","User","14","48","brysonandrew/content-ops-starter; brysonandrew/skyfacture","2","https://github.com/brysonandrew"
"canotalois"," ","User","5","21","canotalois/area; canotalois/survivor","2","https://github.com/canotalois"
"CarlosReinoso","Carlos Reinoso ","User","2","31","CarlosReinoso/carlos; CarlosReinoso/faisal","2","https://github.com/CarlosReinoso"
"chinedu16","Ohagwu Chinedu ","User","17","49","chinedu16/face-azure-liveness; chinedu16/fintrack-dashboard-test","2","https://github.com/chinedu16"
"chingu-voyages","Chingu, Inc. ","Organization","432","1488","chingu-voyages/V54-tier3-team-31; chingu-voyages/V56-tier3-team-31","2","https://github.com/chingu-voyages"
"ChristianRukundo"," ","User","8","55","ChristianRukundo/NE-react-native; ChristianRukundo/Ne-template-version-2","2","https://github.com/ChristianRukundo"
"codakyello","Edet Gideon ","User","2","44","codakyello/Randora; codakyello/Skinbudddy","2","https://github.com/codakyello"
"Conversly"," ","Organization","3","4","Conversly/chat-widget; Conversly/frontend-v2","2","https://github.com/Conversly"
"CyberAshu","Ayush Sen ","User","1","22","CyberAshu/Ayush_portfolio; CyberAshu/Consultations","2","https://github.com/CyberAshu"
"DbHridoy","Md Nur Alam ","User","4","51","DbHridoy/Easyrenting; DbHridoy/golf-pro-backend","2","https://github.com/DbHridoy"
"Delower-Hasan","Delower Hasan ","User","9","58","Delower-Hasan/gamepoints-integrations; Delower-Hasan/node-express-template","2","https://github.com/Delower-Hasan"
"Dev-Logic-max","Abdul Rehman Ahmad ","User","0","9","Dev-Logic-max/Editor-Frontend-Next; Dev-Logic-max/ecommerce-backend","2","https://github.com/Dev-Logic-max"
"Devsed-official"," ","User","0","5","Devsed-official/Visa-agent; Devsed-official/quba","2","https://github.com/Devsed-official"
"dhruveshborad","Dhruvesh Borad ","User","1","16","dhruveshborad/nextJs-redux; dhruveshborad/tanstack-nextjs-app","2","https://github.com/dhruveshborad"
"dineshkuma1234","Nikhil kumar ","User","1","17","dineshkuma1234/Gimmel; dineshkuma1234/Netflix-clone","2","https://github.com/dineshkuma1234"
"Dixon282005","Ramos Soto Dixon Arturo ","User","2","16","Dixon282005/Cifrax; Dixon282005/Dashboard","2","https://github.com/Dixon282005"
"dshant","Dev ","User","1","13","dshant/express-postgres-test; dshant/movie-list-test","2","https://github.com/dshant"
"Ehtesham-Zahid","Ehtesham Zahid ","User","8","56","Ehtesham-Zahid/meat-shop; Ehtesham-Zahid/vista-landing-page","2","https://github.com/Ehtesham-Zahid"
"elmars-hub","Martin Ifeanyi ","User","25","49","elmars-hub/Next-Posts; elmars-hub/Next_MultiForm","2","https://github.com/elmars-hub"
"elyse003"," ","User","1","50","elyse003/EchoSafe; elyse003/EchoSafe-Admin","2","https://github.com/elyse003"
"Engineerbabu777","The Engineer Babu ","User","21","289","Engineerbabu777/hospital-management-strapi-backend; Engineerbabu777/podcast-app","2","https://github.com/Engineerbabu777"
"EponymousBearer","Muhammad Adnan ","User","4","62","EponymousBearer/PakBridge-AI; EponymousBearer/nijwebsolution","2","https://github.com/EponymousBearer"
"Esiyankey","Grace Yankey ","User","3","44","Esiyankey/Grace_Porfolio; Esiyankey/reviewApp","2","https://github.com/Esiyankey"
"evuventures","Evu ","Organization","89","23","evuventures/hyperbuds; evuventures/hyperbuds-app","2","https://github.com/evuventures"
"Feroz723"," ","User","1","40","Feroz723/Task; Feroz723/crm_automation","2","https://github.com/Feroz723"
"FullStack-Manmohan","Manmohan Yadav ","User","2","21","FullStack-Manmohan/htw-collab; FullStack-Manmohan/mypublic-profile","2","https://github.com/FullStack-Manmohan"
"hafizzain","Zain Mahmood ","User","2","17","hafizzain/assignment-frontend-cloud-book; hafizzain/cloud-book-assignment","2","https://github.com/hafizzain"
"HanjoBulKing7","Johandev ","User","1","9","HanjoBulKing7/Portafolio; HanjoBulKing7/balconeria-omar","2","https://github.com/HanjoBulKing7"
"hassanalimalek","Hassan Ali ","User","4","40","hassanalimalek/dev-flow; hassanalimalek/devOverFlow","2","https://github.com/hassanalimalek"
"heamlk","Mehdi ABDERRAZAK ","User","0","21","heamlk/Next.js-automation; heamlk/Photography-Websites","2","https://github.com/heamlk"
"HearthProperty","Hearth Property ","Organization","0","5","HearthProperty/ltr-renewal; HearthProperty/ltr-sweep","2","https://github.com/HearthProperty"
"HenriTresor","Henri Tresor ","User","11","57","HenriTresor/bakeapp; HenriTresor/mentee","2","https://github.com/HenriTresor"
"hngi","HNG Internship ","Organization","33","457","hngi/TEAM-THANOS-FRONTEND; hngi/team-superman-newsletter-api","2","https://github.com/hngi"
"hosainahmeed","Md. Hosain Alli ","User","7","73","hosainahmeed/Ammur; hosainahmeed/nur-nadiya-website","2","https://github.com/hosainahmeed"
"hubertit","Hubert IT ","User","38","26","hubertit/kivuride-api; hubertit/milliondollarbot","2","https://github.com/hubertit"
"I-Josh-pro-grammin","Joshua ","User","42","51","I-Josh-pro-grammin/Nestjs-REST-Api; I-Josh-pro-grammin/Next.js-portfolio","2","https://github.com/I-Josh-pro-grammin"
"ifedolapoomoniyi","Ifedolapo Omoniyi ","User","12","34","ifedolapoomoniyi/light-shop; ifedolapoomoniyi/zeeil-web","2","https://github.com/ifedolapoomoniyi"
"Igurprxxt","GURPREET SINGH ","User","1","16","Igurprxxt/Perfectplus; Igurprxxt/perfect3","2","https://github.com/Igurprxxt"
"inaumanmajeed","Nauman Majeed ","User","1","56","inaumanmajeed/CryptoNextjs; inaumanmajeed/nextjs-boilerplate","2","https://github.com/inaumanmajeed"
"Ishrat2413","Ishrat Jahan Rintu ","User","11","33","Ishrat2413/Car-Doctor; Ishrat2413/Ishrat-Portfolio","2","https://github.com/Ishrat2413"
"itxHaroonKhan","Haroon Rasheed ","User","12","101","itxHaroonKhan/Backend; itxHaroonKhan/SSO","2","https://github.com/itxHaroonKhan"
"jareer1"," ","User","3","16","jareer1/AI-GoogleAds-MVP; jareer1/robolawyer","2","https://github.com/jareer1"
"kavindu-98","Kavindu Umayanga Abeykoon ","User","3","38","kavindu-98/PMS_Frontend; kavindu-98/app","2","https://github.com/kavindu-98"
"kendacki","Ayobami Fatusin M ","User","5","19","kendacki/Blinkr; kendacki/Kitedesk","2","https://github.com/kendacki"
"Kosiso29"," ","User","3","62","Kosiso29/hilum-kiosk; Kosiso29/kosisochukwu-afoenyi","2","https://github.com/Kosiso29"
"Kshitij1310","SHITIJ YADAV ","User","2","15","Kshitij1310/Business-website; Kshitij1310/Traffic","2","https://github.com/Kshitij1310"
"Lablab-DeepAI","Lablab Titans ","Organization","4","8","Lablab-DeepAI/GitGuard-AI; Lablab-DeepAI/traeai-drawx","2","https://github.com/Lablab-DeepAI"
"Liergab","Bryan Gabriel Rubio ","User","2","43","Liergab/Coffee-Pre-Ecom-Website; Liergab/NestJs-Template","2","https://github.com/Liergab"
"Lucifer4255","Suhotra Dey ","User","10","76","Lucifer4255/Board.io; Lucifer4255/affine-chatwoot-task","2","https://github.com/Lucifer4255"
"LuigiClemente"," ","User","0","29","LuigiClemente/calendar_bookings; LuigiClemente/temp-about-us","2","https://github.com/LuigiClemente"
"Mahedihasanimam","mehedi ","User","14","106","Mahedihasanimam/Zakat-Calculator-app; Mahedihasanimam/sowjanya-ecomarce","2","https://github.com/Mahedihasanimam"
"MalithDN","N.H.M.Dilhara ","User","2","12","MalithDN/HTML-portfolio; MalithDN/Malith-portfolio","2","https://github.com/MalithDN"
"marufkhan20","Rashedul Islam Maruf ","User","2","101","marufkhan20/plot-craft; marufkhan20/test-next.js","2","https://github.com/marufkhan20"
"mateenikhtiyar","Mateen ikhtiyar ","User","1","16","mateenikhtiyar/Cim-Amp-F; mateenikhtiyar/ProperFrontend-CIM-AMP","2","https://github.com/mateenikhtiyar"
"md-al-mamun-dev","MD.AL MAMUN ","User","0","21","md-al-mamun-dev/pet-fellos; md-al-mamun-dev/visualize-remote-site-playwright","2","https://github.com/md-al-mamun-dev"
"md-hasan1","md hasan akon ","User","5","72","md-hasan1/socail-media-front-end; md-hasan1/sync-with-calender","2","https://github.com/md-hasan1"
"Md-Ramjan-Ali","Md.Ramjan Ali ","User","1","47","Md-Ramjan-Ali/Carbon-Engines; Md-Ramjan-Ali/Travel-Agency","2","https://github.com/Md-Ramjan-Ali"
"mdkabirulhossain","Md. Kabirul Hossain ","User","0","95","mdkabirulhossain/blog-application; mdkabirulhossain/recipe-web-application","2","https://github.com/mdkabirulhossain"
"mdmehedihasan-dev","Md Mehedi Hasan  ","User","11","129","mdmehedihasan-dev/ecommerce-backend-nestJS; mdmehedihasan-dev/nest-route","2","https://github.com/mdmehedihasan-dev"
"mdnuruzzamannirob","MD.NURUZZAMAN ","User","9","11","mdnuruzzamannirob/bootble; mdnuruzzamannirob/next-dashboard-starter","2","https://github.com/mdnuruzzamannirob"
"Mdsoyaib123","Md Soyaib Hossain  ","User","5","65","Mdsoyaib123/Amazon-clone; Mdsoyaib123/L-2-Assainment-2","2","https://github.com/Mdsoyaib123"
"mE-uMAr","Mehar Umar ","User","14","23","mE-uMAr/fastapi-crons; mE-uMAr/realtime-chat-app","2","https://github.com/mE-uMAr"
"MHDabdulkader","Mohammad Abdul Kader ","User","0","68","MHDabdulkader/RestAPITweets; MHDabdulkader/uber","2","https://github.com/MHDabdulkader"
"mirzasaikatahmmed","MIRZA SAIKAT AHMMED ","User","43","101","mirzasaikatahmmed/aamarpay-payment-gateway; mirzasaikatahmmed/expense-tracker-api","2","https://github.com/mirzasaikatahmmed"
"moha-osama","Mohamed Osama ","User","4","32","moha-osama/data-grid; moha-osama/my-portfolio-","2","https://github.com/moha-osama"
"mohi-khan","Mohiuddin Hyder Khan ","User","0","28","mohi-khan/cnc-group; mohi-khan/pos-software-frontend","2","https://github.com/mohi-khan"
"mohsinkhan60","Mohsin Khan ","User","1","45","mohsinkhan60/Full-stack-website; mohsinkhan60/business-website","2","https://github.com/mohsinkhan60"
"msuhels","Mohammad Suhel Shaikh ","User","3","47","msuhels/Inventory_Managment_react_native; msuhels/mission-control","2","https://github.com/msuhels"
"mu-majid","Muhammad Majid ","User","40","58","mu-majid/image-cropping; mu-majid/rbac-auth-express","2","https://github.com/mu-majid"
"muhozajohn","Muhoza John ","User","44","35","muhozajohn/Trucking-Logistics-Management-System; muhozajohn/jobSeeker-be","2","https://github.com/muhozajohn"
"muneebhashone","Muneeb Hussain ","User","53","73","muneebhashone/ai-coaches-web-app; muneebhashone/dubio","2","https://github.com/muneebhashone"
"mysticvikingr","Mystic Vikingr ","User","154","36","mysticvikingr/instagram-monitor; mysticvikingr/medicine-websocket","2","https://github.com/mysticvikingr"
"NafisOfficial","MD. NAFIS IQBAL ","User","5","37","NafisOfficial/My-Components-library; NafisOfficial/office-management-system","2","https://github.com/NafisOfficial"
"nchiara68"," ","User","0","49","nchiara68/amplify-gen2-bedrock-playground; nchiara68/amplify-next-pages-template","2","https://github.com/nchiara68"
"nextgencodex-com"," ","User","0","21","nextgencodex-com/ShareTaxi-website-Frontend; nextgencodex-com/ceylon_visitors","2","https://github.com/nextgencodex-com"
"NguyenPhuc2205","Phuc Nguyen Huu ","User","3","11","NguyenPhuc2205/Nestjs-Learning; NguyenPhuc2205/ecommerce-fe","2","https://github.com/NguyenPhuc2205"
"nifemi2005","Temenu Oluwanifemi ","User","3","35","nifemi2005/Habit-tracker; nifemi2005/whisperbox","2","https://github.com/nifemi2005"
"Niinja-Code"," ","Organization","0","3","Niinja-Code/ieumnori-admin; Niinja-Code/ieumnori-web","2","https://github.com/Niinja-Code"
"nrshakib","MD Nadim Rijvi Shakib ","User","6","52","nrshakib/travel-website; nrshakib/zavisoft-frontend-task","2","https://github.com/nrshakib"
"NyLaurent","Nyumbayire Laurent ","User","91","88","NyLaurent/SolarCrafts; NyLaurent/Talynk","2","https://github.com/NyLaurent"
"odusina-adeyemi","Odusina Adeyemi Sodiq ","User","1","56","odusina-adeyemi/billion_project; odusina-adeyemi/instapick_","2","https://github.com/odusina-adeyemi"
"OlegPoloviy","Oleg Poloviy ","User","0","43","OlegPoloviy/crypto-diploma; OlegPoloviy/nestCourse","2","https://github.com/OlegPoloviy"
"osasalohan","Osas Alohan ","User","1","30","osasalohan/blusalt1; osasalohan/blusalt2","2","https://github.com/osasalohan"
"oscfcommunity","Open Source Community Foundation [ OSCF ]  ","Organization","36","15","oscfcommunity/osd; oscfcommunity/osd_strapi_cms","2","https://github.com/oscfcommunity"
"oyewoas","OYEWO Ayooluwa  ","User","60","195","oyewoas/ens_dapp; oyewoas/smc_lossless_bidding","2","https://github.com/oyewoas"
"parikshit2023360554","Parikshit Singh ","User","1","22","parikshit2023360554/Auth-App-; parikshit2023360554/Foclo","2","https://github.com/parikshit2023360554"
"PecodeAutomation","Pecode OU ","Organization","9","7","PecodeAutomation/playwright-demoqa-framework; PecodeAutomation/swag_labs_cypress_example","2","https://github.com/PecodeAutomation"
"princechrix","Prince Chrix ","User","37","23","princechrix/citi-voice-frontend; princechrix/frontend-labs","2","https://github.com/princechrix"
"prit-nadoda","Prit Nadoda ","User","5","21","prit-nadoda/the-communicare-ai-backend; prit-nadoda/vs-ext-injectify","2","https://github.com/prit-nadoda"
"PriyanshiGoyal-15","Priyanshi Goyal ","User","2","15","PriyanshiGoyal-15/Blog-App; PriyanshiGoyal-15/EMORA","2","https://github.com/PriyanshiGoyal-15"
"pushpakpandya3292"," ","User","0","24","pushpakpandya3292/demo-next-app; pushpakpandya3292/next-tailwind-test","2","https://github.com/pushpakpandya3292"
"Rafijohari18","Rafi Johari Wilistianto ","User","11","45","Rafijohari18/astro-speed; Rafijohari18/next-speed","2","https://github.com/Rafijohari18"
"rafizul896","Rafizul Islam ","User","3","78","rafizul896/movie-and-series-rating-portal-backend; rafizul896/movie-and-series-rating-portal-frontend","2","https://github.com/rafizul896"
"RickWithThePortalGun","Oyeniyi Victor ","User","6","28","RickWithThePortalGun/AIAYN; RickWithThePortalGun/obnav","2","https://github.com/RickWithThePortalGun"
"Sakshamjain98","Saksham Jain ","User","12","22","Sakshamjain98/Gallera; Sakshamjain98/KBG","2","https://github.com/Sakshamjain98"
"Sameer447","Sameer Shoukat ","User","4","17","Sameer447/launchpad-incubator; Sameer447/pet-evolution-arena","2","https://github.com/Sameer447"
"samir-45","Mahin Khan ","User","6","50","samir-45/portfolio; samir-45/react-native-app","2","https://github.com/samir-45"
"SamuelOshin","Bobbysam ","User","9","50","SamuelOshin/XlideLand-RealEstate; SamuelOshin/connecthub","2","https://github.com/SamuelOshin"
"Sanjeev-Chakaravarthy","Sanjeev-M.S ","User","6","78","Sanjeev-Chakaravarthy/SW-assignment-2.3-sem-4; Sanjeev-Chakaravarthy/Skillfinix","2","https://github.com/Sanjeev-Chakaravarthy"
"semitha-dev"," ","User","6","20","semitha-dev/BlockChain-Semitha; semitha-dev/UnforgeAPI","2","https://github.com/semitha-dev"
"shahinsamiur","samiur shahin ","User","1","45","shahinsamiur/OneLittleWeb-_task; shahinsamiur/barikoi_interview_task","2","https://github.com/shahinsamiur"
"shakibul22","MD SHAKIBUL ISLAM ","User","7","75","shakibul22/daily-news; shakibul22/method-client","2","https://github.com/shakibul22"
"sherycodes","Sheharyar Ahmad ","User","0","19","sherycodes/capture-wave; sherycodes/podcastr","2","https://github.com/sherycodes"
"siamekanto19","Siam ","User","16","41","siamekanto19/simple-invoice-generator; siamekanto19/ssp-pos-landing-page-demo","2","https://github.com/siamekanto19"
"siddcoool","Saurabh Tripathi ","User","1","43","siddcoool/Aseup-Ts; siddcoool/officio","2","https://github.com/siddcoool"
"Smainer","Smainer ","Organization","0","4","Smainer/smainer-desktop; Smainer/smainer-telegram","2","https://github.com/Smainer"
"smartcoindev389","smartcoindev ","User","178","84","smartcoindev389/colorstudio-react; smartcoindev389/three-next","2","https://github.com/smartcoindev389"
"spdev18","shivam pandey ","User","7","17","spdev18/SamastamBrandForge; spdev18/swis_bank","2","https://github.com/spdev18"
"SR-Rony","SR Rony ","User","0","77","SR-Rony/Village-store; SR-Rony/next-application","2","https://github.com/SR-Rony"
"survos-sites"," ","Organization","1","62","survos-sites/bunny-demo; survos-sites/pokemon","2","https://github.com/survos-sites"
"Syed-Muhammad-Hussnain-Raza","Syed Muhammad Hussnain Raza ","User","4","38","Syed-Muhammad-Hussnain-Raza/FastAPI-Mongodb-API; Syed-Muhammad-Hussnain-Raza/bank-account-simulator","2","https://github.com/Syed-Muhammad-Hussnain-Raza"
